------------------------------------------------------------
Client connecting to 10.0.0.4, TCP port 2222
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.2 port 59934 connected with 10.0.0.4 port 2222
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec   111 MBytes   930 Mbits/sec
[  1] 1.0000-2.0000 sec   110 MBytes   922 Mbits/sec
[  1] 2.0000-3.0000 sec   109 MBytes   914 Mbits/sec
[  1] 3.0000-4.0000 sec   110 MBytes   922 Mbits/sec
[  1] 4.0000-5.0000 sec   109 MBytes   915 Mbits/sec
[  1] 5.0000-6.0000 sec   110 MBytes   921 Mbits/sec
[  1] 6.0000-7.0000 sec   109 MBytes   915 Mbits/sec
[  1] 7.0000-8.0000 sec   109 MBytes   914 Mbits/sec
[  1] 8.0000-9.0000 sec   110 MBytes   922 Mbits/sec
[  1] 9.0000-10.0000 sec   109 MBytes   915 Mbits/sec
[  1] 10.0000-11.0000 sec   110 MBytes   922 Mbits/sec
[  1] 11.0000-12.0000 sec   109 MBytes   914 Mbits/sec
[  1] 12.0000-13.0000 sec   110 MBytes   922 Mbits/sec
[  1] 13.0000-14.0000 sec   109 MBytes   915 Mbits/sec
[  1] 14.0000-15.0000 sec   110 MBytes   921 Mbits/sec
[  1] 15.0000-16.0000 sec   109 MBytes   915 Mbits/sec
[  1] 16.0000-17.0000 sec   110 MBytes   922 Mbits/sec
[  1] 17.0000-18.0000 sec   109 MBytes   914 Mbits/sec
[  1] 18.0000-19.0000 sec   110 MBytes   922 Mbits/sec
[  1] 19.0000-20.0000 sec   109 MBytes   915 Mbits/sec
[  1] 20.0000-21.0000 sec   109 MBytes   914 Mbits/sec
[  1] 21.0000-22.0000 sec   110 MBytes   922 Mbits/sec
[  1] 22.0000-23.0000 sec   109 MBytes   915 Mbits/sec
[  1] 23.0000-24.0000 sec   110 MBytes   922 Mbits/sec
[  1] 24.0000-25.0000 sec   109 MBytes   914 Mbits/sec
[  1] 25.0000-26.0000 sec   110 MBytes   922 Mbits/sec
[  1] 26.0000-27.0000 sec   109 MBytes   914 Mbits/sec
[  1] 27.0000-28.0000 sec   110 MBytes   922 Mbits/sec
[  1] 28.0000-29.0000 sec   109 MBytes   915 Mbits/sec
[  1] 29.0000-30.0000 sec   110 MBytes   922 Mbits/sec
[  1] 30.0000-31.0000 sec   109 MBytes   914 Mbits/sec
[  1] 31.0000-32.0000 sec   110 MBytes   922 Mbits/sec
[  1] 32.0000-33.0000 sec   109 MBytes   915 Mbits/sec
[  1] 33.0000-34.0000 sec   109 MBytes   915 Mbits/sec
[  1] 34.0000-35.0000 sec   110 MBytes   921 Mbits/sec
[  1] 35.0000-36.0000 sec   109 MBytes   915 Mbits/sec
[  1] 36.0000-37.0000 sec   110 MBytes   922 Mbits/sec
[  1] 37.0000-38.0000 sec   109 MBytes   914 Mbits/sec
[  1] 38.0000-39.0000 sec   110 MBytes   922 Mbits/sec
[  1] 39.0000-40.0000 sec   109 MBytes   915 Mbits/sec
[  1] 40.0000-41.0000 sec   110 MBytes   922 Mbits/sec
[  1] 41.0000-42.0000 sec   109 MBytes   914 Mbits/sec
[  1] 42.0000-43.0000 sec   110 MBytes   922 Mbits/sec
[  1] 43.0000-44.0000 sec   108 MBytes   904 Mbits/sec
[  1] 44.0000-45.0000 sec   110 MBytes   922 Mbits/sec
[  1] 45.0000-46.0000 sec   109 MBytes   911 Mbits/sec
[  1] 46.0000-47.0000 sec   110 MBytes   920 Mbits/sec
[  1] 47.0000-48.0000 sec   110 MBytes   921 Mbits/sec
[  1] 48.0000-49.0000 sec   110 MBytes   920 Mbits/sec
[  1] 49.0000-50.0000 sec   110 MBytes   920 Mbits/sec
[  1] 50.0000-51.0000 sec   109 MBytes   912 Mbits/sec
[  1] 51.0000-52.0000 sec   110 MBytes   920 Mbits/sec
[  1] 52.0000-53.0000 sec   110 MBytes   920 Mbits/sec
[  1] 53.0000-54.0000 sec   110 MBytes   920 Mbits/sec
[  1] 54.0000-55.0000 sec   109 MBytes   912 Mbits/sec
[  1] 55.0000-56.0000 sec   110 MBytes   919 Mbits/sec
[  1] 56.0000-57.0000 sec   110 MBytes   920 Mbits/sec
[  1] 57.0000-58.0000 sec   110 MBytes   920 Mbits/sec
[  1] 58.0000-59.0000 sec   110 MBytes   919 Mbits/sec
[  1] 59.0000-60.0000 sec   109 MBytes   915 Mbits/sec
[  1] 60.0000-61.0000 sec   110 MBytes   922 Mbits/sec
[  1] 61.0000-62.0000 sec   109 MBytes   915 Mbits/sec
[  1] 62.0000-63.0000 sec   109 MBytes   915 Mbits/sec
[  1] 63.0000-64.0000 sec   110 MBytes   922 Mbits/sec
[  1] 64.0000-65.0000 sec   109 MBytes   914 Mbits/sec
[  1] 65.0000-66.0000 sec   110 MBytes   922 Mbits/sec
[  1] 66.0000-67.0000 sec   109 MBytes   914 Mbits/sec
[  1] 67.0000-68.0000 sec   110 MBytes   922 Mbits/sec
[  1] 68.0000-69.0000 sec   109 MBytes   915 Mbits/sec
[  1] 69.0000-70.0000 sec   110 MBytes   922 Mbits/sec
[  1] 70.0000-71.0000 sec   109 MBytes   914 Mbits/sec
[  1] 71.0000-72.0000 sec   110 MBytes   921 Mbits/sec
[  1] 72.0000-73.0000 sec   110 MBytes   920 Mbits/sec
[  1] 73.0000-74.0000 sec   109 MBytes   912 Mbits/sec
[  1] 74.0000-75.0000 sec   110 MBytes   919 Mbits/sec
[  1] 75.0000-76.0000 sec   110 MBytes   920 Mbits/sec
[  1] 76.0000-77.0000 sec   110 MBytes   920 Mbits/sec
[  1] 77.0000-78.0000 sec   110 MBytes   920 Mbits/sec
[  1] 78.0000-79.0000 sec   109 MBytes   912 Mbits/sec
[  1] 79.0000-80.0000 sec   110 MBytes   920 Mbits/sec
[  1] 80.0000-81.0000 sec   110 MBytes   920 Mbits/sec
[  1] 81.0000-82.0000 sec   110 MBytes   920 Mbits/sec
[  1] 82.0000-83.0000 sec   110 MBytes   920 Mbits/sec
[  1] 83.0000-84.0000 sec   109 MBytes   912 Mbits/sec
[  1] 84.0000-85.0000 sec   110 MBytes   920 Mbits/sec
[  1] 85.0000-86.0000 sec   110 MBytes   920 Mbits/sec
[  1] 86.0000-87.0000 sec   110 MBytes   920 Mbits/sec
[  1] 87.0000-88.0000 sec   110 MBytes   920 Mbits/sec
[  1] 88.0000-89.0000 sec   109 MBytes   912 Mbits/sec
[  1] 89.0000-90.0000 sec   110 MBytes   920 Mbits/sec
[  1] 90.0000-91.0000 sec   110 MBytes   920 Mbits/sec
[  1] 91.0000-92.0000 sec   110 MBytes   920 Mbits/sec
[  1] 92.0000-93.0000 sec   109 MBytes   912 Mbits/sec
[  1] 93.0000-94.0000 sec   110 MBytes   920 Mbits/sec
[  1] 94.0000-95.0000 sec   110 MBytes   920 Mbits/sec
[  1] 95.0000-96.0000 sec   110 MBytes   920 Mbits/sec
[  1] 96.0000-97.0000 sec   109 MBytes   912 Mbits/sec
[  1] 97.0000-98.0000 sec   110 MBytes   920 Mbits/sec
[  1] 98.0000-99.0000 sec   110 MBytes   920 Mbits/sec
[  1] 99.0000-100.0000 sec   110 MBytes   920 Mbits/sec
[  1] 100.0000-101.0000 sec   110 MBytes   920 Mbits/sec
[  1] 101.0000-102.0000 sec   109 MBytes   912 Mbits/sec
[  1] 102.0000-103.0000 sec   110 MBytes   920 Mbits/sec
[  1] 103.0000-104.0000 sec   110 MBytes   920 Mbits/sec
[  1] 104.0000-105.0000 sec   110 MBytes   920 Mbits/sec
[  1] 105.0000-106.0000 sec   109 MBytes   912 Mbits/sec
[  1] 106.0000-107.0000 sec   110 MBytes   920 Mbits/sec
[  1] 107.0000-108.0000 sec   110 MBytes   920 Mbits/sec
[  1] 108.0000-109.0000 sec   110 MBytes   920 Mbits/sec
[  1] 109.0000-110.0000 sec   110 MBytes   920 Mbits/sec
[  1] 110.0000-111.0000 sec   109 MBytes   912 Mbits/sec
[  1] 111.0000-112.0000 sec   110 MBytes   920 Mbits/sec
[  1] 112.0000-113.0000 sec   110 MBytes   919 Mbits/sec
[  1] 113.0000-114.0000 sec   110 MBytes   921 Mbits/sec
[  1] 114.0000-115.0000 sec   109 MBytes   912 Mbits/sec
[  1] 115.0000-116.0000 sec   110 MBytes   920 Mbits/sec
[  1] 116.0000-117.0000 sec   109 MBytes   916 Mbits/sec
[  1] 117.0000-118.0000 sec   110 MBytes   923 Mbits/sec
[  1] 118.0000-119.0000 sec   109 MBytes   915 Mbits/sec
[  1] 119.0000-120.0000 sec   110 MBytes   922 Mbits/sec
[  1] 120.0000-121.0000 sec   109 MBytes   916 Mbits/sec
[  1] 121.0000-122.0000 sec   110 MBytes   920 Mbits/sec
[  1] 122.0000-123.0000 sec   109 MBytes   912 Mbits/sec
[  1] 123.0000-124.0000 sec   110 MBytes   920 Mbits/sec
[  1] 124.0000-125.0000 sec   110 MBytes   920 Mbits/sec
[  1] 125.0000-126.0000 sec   110 MBytes   920 Mbits/sec
[  1] 126.0000-127.0000 sec   109 MBytes   912 Mbits/sec
[  1] 127.0000-128.0000 sec   110 MBytes   920 Mbits/sec
[  1] 128.0000-129.0000 sec   110 MBytes   920 Mbits/sec
[  1] 129.0000-130.0000 sec   110 MBytes   920 Mbits/sec
[  1] 130.0000-131.0000 sec   110 MBytes   920 Mbits/sec
[  1] 131.0000-132.0000 sec   109 MBytes   912 Mbits/sec
[  1] 132.0000-133.0000 sec   110 MBytes   919 Mbits/sec
[  1] 133.0000-134.0000 sec   110 MBytes   920 Mbits/sec
[  1] 134.0000-135.0000 sec   110 MBytes   921 Mbits/sec
[  1] 135.0000-136.0000 sec   109 MBytes   914 Mbits/sec
[  1] 136.0000-137.0000 sec   110 MBytes   923 Mbits/sec
[  1] 137.0000-138.0000 sec   109 MBytes   915 Mbits/sec
[  1] 138.0000-139.0000 sec   109 MBytes   914 Mbits/sec
[  1] 139.0000-140.0000 sec   110 MBytes   923 Mbits/sec
[  1] 140.0000-141.0000 sec   109 MBytes   915 Mbits/sec
[  1] 141.0000-142.0000 sec   109 MBytes   914 Mbits/sec
[  1] 142.0000-143.0000 sec   109 MBytes   918 Mbits/sec
[  1] 143.0000-144.0000 sec   110 MBytes   923 Mbits/sec
[  1] 144.0000-145.0000 sec   109 MBytes   914 Mbits/sec
[  1] 145.0000-146.0000 sec   109 MBytes   915 Mbits/sec
[  1] 146.0000-147.0000 sec   110 MBytes   923 Mbits/sec
[  1] 147.0000-148.0000 sec   109 MBytes   914 Mbits/sec
[  1] 148.0000-149.0000 sec   110 MBytes   923 Mbits/sec
[  1] 149.0000-150.0000 sec   109 MBytes   915 Mbits/sec
[  1] 150.0000-151.0000 sec   110 MBytes   923 Mbits/sec
[  1] 151.0000-152.0000 sec   109 MBytes   914 Mbits/sec
[  1] 152.0000-153.0000 sec   109 MBytes   914 Mbits/sec
[  1] 153.0000-154.0000 sec   110 MBytes   923 Mbits/sec
[  1] 154.0000-155.0000 sec   109 MBytes   915 Mbits/sec
[  1] 155.0000-156.0000 sec   110 MBytes   923 Mbits/sec
[  1] 156.0000-157.0000 sec   109 MBytes   914 Mbits/sec
[  1] 157.0000-158.0000 sec   109 MBytes   915 Mbits/sec
[  1] 158.0000-159.0000 sec   110 MBytes   923 Mbits/sec
[  1] 159.0000-160.0000 sec   109 MBytes   914 Mbits/sec
[  1] 160.0000-161.0000 sec   110 MBytes   923 Mbits/sec
[  1] 161.0000-162.0000 sec   109 MBytes   914 Mbits/sec
[  1] 162.0000-163.0000 sec   109 MBytes   915 Mbits/sec
[  1] 163.0000-164.0000 sec   110 MBytes   923 Mbits/sec
[  1] 164.0000-165.0000 sec   109 MBytes   914 Mbits/sec
[  1] 165.0000-166.0000 sec   110 MBytes   923 Mbits/sec
[  1] 166.0000-167.0000 sec   109 MBytes   915 Mbits/sec
[  1] 167.0000-168.0000 sec   110 MBytes   923 Mbits/sec
[  1] 168.0000-169.0000 sec   109 MBytes   914 Mbits/sec
[  1] 169.0000-170.0000 sec   109 MBytes   915 Mbits/sec
[  1] 170.0000-171.0000 sec   110 MBytes   922 Mbits/sec
[  1] 171.0000-172.0000 sec   109 MBytes   915 Mbits/sec
[  1] 172.0000-173.0000 sec   110 MBytes   923 Mbits/sec
[  1] 173.0000-174.0000 sec   109 MBytes   914 Mbits/sec
[  1] 174.0000-175.0000 sec   109 MBytes   915 Mbits/sec
[  1] 175.0000-176.0000 sec   109 MBytes   915 Mbits/sec
[  1] 176.0000-177.0000 sec   110 MBytes   923 Mbits/sec
[  1] 177.0000-178.0000 sec   109 MBytes   914 Mbits/sec
[  1] 178.0000-179.0000 sec   109 MBytes   915 Mbits/sec
[  1] 179.0000-180.0000 sec   110 MBytes   923 Mbits/sec
[  1] 180.0000-181.0000 sec   109 MBytes   914 Mbits/sec
[  1] 181.0000-182.0000 sec   110 MBytes   923 Mbits/sec
[  1] 182.0000-183.0000 sec   109 MBytes   914 Mbits/sec
[  1] 183.0000-184.0000 sec   109 MBytes   915 Mbits/sec
[  1] 184.0000-185.0000 sec   110 MBytes   923 Mbits/sec
[  1] 185.0000-186.0000 sec   109 MBytes   914 Mbits/sec
[  1] 186.0000-187.0000 sec   110 MBytes   924 Mbits/sec
[  1] 187.0000-188.0000 sec   109 MBytes   914 Mbits/sec
[  1] 188.0000-189.0000 sec   109 MBytes   915 Mbits/sec
[  1] 189.0000-190.0000 sec   110 MBytes   923 Mbits/sec
[  1] 190.0000-191.0000 sec   109 MBytes   914 Mbits/sec
[  1] 191.0000-192.0000 sec   110 MBytes   923 Mbits/sec
[  1] 192.0000-193.0000 sec   109 MBytes   914 Mbits/sec
[  1] 193.0000-194.0000 sec   109 MBytes   915 Mbits/sec
